Year,County,Value
2009,PUTNAM,172
2009,TIPPECANOE,179
2009,VERMILLION,175
2009,VIGO,151
2009,WARREN,187
2008,BARTHOLOMEW,141
2008,BOONE,173
2008,CLINTON,187
2008,DECATUR,158
2008,GRANT,166
2008,HAMILTON,164
2008,HANCOCK,151
2008,HENDRICKS,147
2008,HOWARD,188
2008,JOHNSON,142
2008,MADISON,173
2008,MARION,121
2008,MORGAN,134
2008,RUSH,171
2008,SHELBY,153
2008,TIPTON,184
2008,BLACKFORD,156
2008,DELAWARE,156
2008,FAYETTE,152
2008,HENRY,161
2008,JAY,140
2008,RANDOLPH,147
2008,UNION,164
2008,WAYNE,151
2008,CARROLL,194
2008,CASS,183
2008,ELKHART,141
2008,FULTON,169
2008,KOSCIUSKO,143
2008,MARSHALL,155
2008,MIAMI,162
2008,ST. JOSEPH,144
2008,WABASH,149
2008,ADAMS,150
2008,ALLEN,151
2008,DE KALB,121
2008,HUNTINGTON,154
2008,LAGRANGE,116
2008,NOBLE,132
2008,STEUBEN,114
2008,WELLS,158
2008,WHITLEY,133
2008,BENTON,187
2008,JASPER,182
2008,LA PORTE,148
2008,LAKE,165
2008,NEWTON,185
2008,PORTER,167
2008,PULASKI,168
2008,STARKE,140
2008,WHITE,191
2008,FLOYD,131
2008,HARRISON,122
2008,JACKSON,125
2008,LAWRENCE,141
2008,MONROE,143
2008,ORANGE,160
2008,OTHER (COMBINED) COUNTIES,107
2008,PERRY,145
2008,WASHINGTON,132
2008,CLARK,138
2008,DEARBORN,113
2008,FRANKLIN,135
2008,JEFFERSON,108
2008,JENNINGS,127
2008,OHIO,131
2008,RIPLEY,131
2008,SCOTT,132
2008,SWITZERLAND,105
2008,DAVIESS,173
2008,DUBOIS,157
2008,GIBSON,168
2008,GREENE,136
2008,KNOX,165
2008,MARTIN,155
2008,PIKE,153
2008,POSEY,157
2008,SPENCER,145
2008,SULLIVAN,164
2008,VANDERBURGH,154
2008,WARRICK,142
2008,CLAY,137
2008,FOUNTAIN,180
2008,MONTGOMERY,172
2008,OWEN,135
2008,PARKE,149
2008,PUTNAM,151
2008,TIPPECANOE,180
2008,VERMILLION,156
2008,VIGO,138
2008,WARREN,181
2007,BARTHOLOMEW,141.5
2007,BOONE,154
2007,CLINTON,179.3
2007,DECATUR,142.6
2007,GRANT,128.7
2007,HAMILTON,149.6
2007,HANCOCK,148.3
2007,HENDRICKS,154.3
2007,HOWARD,170.5
2007,JOHNSON,142
2007,MADISON,154.6
2007,MARION,145.4
2007,MORGAN,154.2
2007,RUSH,136.2
2007,SHELBY,127.8
2007,TIPTON,179
2007,BLACKFORD,142.1
2007,DELAWARE,134.2
2007,FAYETTE,132.7
2007,HENRY,147.3
2007,JAY,142.4
2007,RANDOLPH,129
2007,UNION,144.8
2007,WAYNE,118.7
2007,CARROLL,186.8
2007,CASS,176.7
2007,ELKHART,153
2007,FULTON,155.9
2007,KOSCIUSKO,156.4
2007,MARSHALL,155
2007,MIAMI,154.2
2007,ST. JOSEPH,149.1
2007,WABASH,152.6
2007,ADAMS,142.1
2007,ALLEN,157.2
2007,DE KALB,146.5
2007,HUNTINGTON,149.2
2007,LAGRANGE,125
2007,NOBLE,147
2007,STEUBEN,126.9
2007,WELLS,135.2
2007,WHITLEY,162.3
2007,BENTON,170.5
2007,JASPER,171
2007,LA PORTE,144.8
2007,LAKE,162.3
2007,NEWTON,179.6
2007,PORTER,153.6
2007,PULASKI,161.5
2007,STARKE,147.8
2007,WHITE,175.3
2007,HARRISON,105.7
2007,JACKSON,113
2007,LAWRENCE,133.5
2007,MONROE,150.4
2007,ORANGE,145.5
2007,OTHER (COMBINED) COUNTIES,130.5
2007,PERRY,148.5
2007,WASHINGTON,147.1
2007,CLARK,127.5
2007,DEARBORN,116.5
2007,FRANKLIN,125.9
2007,JEFFERSON,123.7
2007,JENNINGS,137.2
2007,OTHER (COMBINED) COUNTIES,123.6
2007,RIPLEY,117.6
2007,SCOTT,144.2
2007,DAVIESS,164.5
2007,DUBOIS,146.6
2007,GIBSON,162.3
2007,GREENE,142.5
2007,KNOX,166.9
2007,MARTIN,158.6
2007,PIKE,156
2007,POSEY,158.6
2007,SPENCER,152.8
2007,SULLIVAN,163.6
2007,VANDERBURGH,149.8
2007,WARRICK,141.7
2007,CLAY,164
2007,FOUNTAIN,171.1
2007,MONTGOMERY,171.4
2007,OWEN,150.7
2007,PARKE,163.7
2007,PUTNAM,164.8
2007,TIPPECANOE,159.9
2007,VERMILLION,177
2007,VIGO,158.7
2007,WARREN,167.7
2006,BARTHOLOMEW,153.5
2006,BOONE,163.9
2006,CLINTON,165.1
2006,DECATUR,164
2006,GRANT,159.5
2006,HAMILTON,166.4
2006,HANCOCK,155.4
2006,HENDRICKS,154.9
2006,HOWARD,166.4
2006,JOHNSON,152.1
2006,MADISON,163.2
2006,MARION,140
2006,MORGAN,153
2006,RUSH,152.5
2006,SHELBY,150.4
2006,TIPTON,177.1
2006,BLACKFORD,151.7
2006,DELAWARE,154.4
2006,FAYETTE,155.3
2006,HENRY,157.4
2006,JAY,134
2006,RANDOLPH,145.6
2006,UNION,171.2
2006,WAYNE,156
2006,CARROLL,174
2006,CASS,153.7
2006,ELKHART,157.8
2006,FULTON,148.3
2006,KOSCIUSKO,164.4
2006,MARSHALL,162.9
2006,MIAMI,161.3
2006,ST. JOSEPH,157.5
2006,WABASH,159.9
2006,ADAMS,147.1
2006,ALLEN,165.3
2006,DE KALB,146.9
2006,HUNTINGTON,156.6
2006,LAGRANGE,144.1
2006,NOBLE,150.3
2006,STEUBEN,148.8
2006,WELLS,154.4
2006,WHITLEY,161.3
2006,BENTON,167.2
2006,JASPER,158.6
2006,LA PORTE,165.4
2006,LAKE,162.8
2006,NEWTON,163
2006,PORTER,158.8
2006,PULASKI,152.7
2006,STARKE,154.1
2006,WHITE,159.8
2006,HARRISON,142.3
2006,JACKSON,135.4
2006,LAWRENCE,144.9
2006,MONROE,136
2006,ORANGE,153.8
2006,OTHER (COMBINED) COUNTIES,119.2
2006,PERRY,131.3
2006,WASHINGTON,143
2006,CLARK,138
2006,DEARBORN,143.7
2006,FRANKLIN,154.1
2006,JENNINGS,142.5
2006,OTHER (COMBINED) COUNTIES,145.2
2006,RIPLEY,152.6
2006,SCOTT,129
2006,DAVIESS,152.8
2006,DUBOIS,147.5
2006,GIBSON,163.8
2006,GREENE,143.8
2006,KNOX,152.6
2006,MARTIN,140.7
2006,PIKE,144.6
2006,POSEY,162.5
2006,SPENCER,136
2006,SULLIVAN,155.7
2006,VANDERBURGH,150.7
2006,WARRICK,143.6
2006,CLAY,151.7
2006,FOUNTAIN,163.4
2006,MONTGOMERY,166.9
2006,OWEN,132.5
2006,PARKE,156.5
2006,PUTNAM,155.5
2006,TIPPECANOE,164.3
2006,VERMILLION,170.3
2006,VIGO,152.6
2006,WARREN,169.1
2005,BARTHOLOMEW,145.3
2005,BOONE,163.6
2005,CLINTON,170
2005,DECATUR,157.2
2005,GRANT,166.5
2005,HAMILTON,146.5
2005,HANCOCK,148.5
2005,HENDRICKS,145.7
2005,HOWARD,168.6
2005,JOHNSON,150.5
2005,MADISON,158.9
2005,MARION,145.1
2005,MORGAN,150.8
2005,RUSH,155
2005,SHELBY,147.3
2005,TIPTON,166.8
2005,BLACKFORD,154.5
2005,DELAWARE,165.4
2005,FAYETTE,150.5
2005,HENRY,154.1
2005,JAY,139.1
2005,RANDOLPH,152
2005,UNION,169.1
2005,WAYNE,148.5
2005,CARROLL,178.6
2005,CASS,171.9
2005,ELKHART,142.4
2005,FULTON,158.9
2005,KOSCIUSKO,148.5
2005,MARSHALL,149.9
2005,MIAMI,164.3
2005,ST. JOSEPH,147.2
2005,WABASH,165.5
2005,ADAMS,139.1
2005,ALLEN,157.2
2005,DE KALB,151.4
2005,HUNTINGTON,157.5
2005,LAGRANGE,112.7
2005,NOBLE,142
2005,STEUBEN,149.5
2005,WELLS,151.1
2005,WHITLEY,156
2005,BENTON,166
2005,JASPER,159.7
2005,LA PORTE,137.1
2005,LAKE,136
2005,NEWTON,157.9
2005,PORTER,137.1
2005,PULASKI,151.6
2005,STARKE,137.2
2005,WHITE,175.1
2005,HARRISON,125.7
2005,JACKSON,128.1
2005,LAWRENCE,130.8
2005,MONROE,139.5
2005,ORANGE,144
2005,OTHER (COMBINED) COUNTIES,119.2
2005,PERRY,147.9
2005,WASHINGTON,124.5
2005,CLARK,109.4
2005,DEARBORN,138
2005,FRANKLIN,149.7
2005,JEFFERSON,124
2005,JENNINGS,141.2
2005,OTHER (COMBINED) COUNTIES,134.7
2005,RIPLEY,149.6
2005,SCOTT,132.3
2005,DAVIESS,158.4
2005,DUBOIS,144.6
2005,GIBSON,155.7
2005,GREENE,162
2005,KNOX,157.7
2005,MARTIN,155.1
2005,PIKE,145.3
2005,POSEY,151.2
2005,SPENCER,135.4
2005,SULLIVAN,159.2
2005,VANDERBURGH,155.4
2005,WARRICK,143.9
2005,CLAY,162.6
2005,FOUNTAIN,158.4
2005,MONTGOMERY,157.7
2005,OWEN,146
2005,PARKE,154
2005,PUTNAM,159.3
2005,TIPPECANOE,169.8
2005,VERMILLION,160.9
2005,VIGO,157.1
2005,WARREN,158.6
2004,BARTHOLOMEW,166.7
2004,BOONE,178.6
2004,CLINTON,180.8
2004,DECATUR,181.3
2004,GRANT,176.2
2004,HAMILTON,167.1
2004,HANCOCK,168.9
2004,HENDRICKS,177.7
2004,HOWARD,183.1
2004,JOHNSON,172.9
2004,MADISON,172.8
2004,MARION,166.9
2004,MORGAN,169.2
2004,RUSH,179.3
2004,SHELBY,170.6
2004,TIPTON,180.8
2004,BLACKFORD,155
2004,DELAWARE,164.5
2004,FAYETTE,172.7
2004,HENRY,163.7
2004,JAY,164.5
2004,RANDOLPH,164.9
2004,UNION,185
2004,WAYNE,160.3
2004,CARROLL,188.6
2004,CASS,178.4
2004,ELKHART,155
2004,FULTON,159.5
2004,KOSCIUSKO,163
2004,MARSHALL,156.2
2004,MIAMI,169
2004,ST. JOSEPH,157.5
2004,WABASH,168.4
2004,ADAMS,165.3
2004,ALLEN,156.5
2004,DE KALB,145
2004,HUNTINGTON,164.5
2004,LAGRANGE,135.6
2004,NOBLE,154.1
2004,STEUBEN,144.2
2004,WELLS,168
2004,WHITLEY,159.8
2004,BENTON,170.8
2004,JASPER,174.9
2004,LA PORTE,169.6
2004,LAKE,161.1
2004,NEWTON,179.4
2004,PORTER,172.7
2004,PULASKI,167.3
2004,STARKE,154.3
2004,WHITE,175.9
2004,HARRISON,145.8
2004,JACKSON,157.7
2004,LAWRENCE,150.4
2004,MONROE,141.6
2004,ORANGE,154.9
2004,OTHER (COMBINED) COUNTIES,130
2004,PERRY,138.3
2004,WASHINGTON,141.1
2004,CLARK,146.6
2004,DEARBORN,158.8
2004,FRANKLIN,162.3
2004,JEFFERSON,141.7
2004,JENNINGS,144.5
2004,OTHER (COMBINED) COUNTIES,149.4
2004,RIPLEY,151.5
2004,SCOTT,137.5
2004,DAVIESS,166.2
2004,DUBOIS,156.5
2004,GIBSON,185.2
2004,GREENE,161.2
2004,KNOX,183.6
2004,MARTIN,162.3
2004,PIKE,159.7
2004,POSEY,174.2
2004,SPENCER,129.6
2004,SULLIVAN,180.5
2004,VANDERBURGH,161.7
2004,WARRICK,136.7
2004,CLAY,175.2
2004,FOUNTAIN,172.7
2004,MONTGOMERY,176.3
2004,OWEN,165
2004,PARKE,164.6
2004,PUTNAM,178.8
2004,TIPPECANOE,169.7
2004,VERMILLION,170.5
2004,VIGO,171.8
2004,WARREN,170.8
2003,BARTHOLOMEW,137.3
2003,BOONE,145.6
2003,CLINTON,159.6
2003,DECATUR,152
2003,GRANT,150
2003,HAMILTON,139.6
2003,HANCOCK,146.6
2003,HENDRICKS,158.6
2003,HOWARD,152.6
2003,JOHNSON,142.5
2003,MADISON,142.9
2003,MARION,140.5
2003,MORGAN,139.3
2003,RUSH,158.5
2003,SHELBY,154.7
2003,TIPTON,146.5
2003,BLACKFORD,135.9
2003,DELAWARE,142.9
2003,FAYETTE,155.8
2003,HENRY,153.5
2003,JAY,127.8
2003,RANDOLPH,140.6
2003,UNION,154.2
2003,WAYNE,147.7
2003,CARROLL,158.5
2003,CASS,139
2003,ELKHART,150.8
2003,FULTON,144.7
2003,KOSCIUSKO,154.7
2003,MARSHALL,144
2003,MIAMI,147.8
2003,ST. JOSEPH,140.1
2003,WABASH,148.8
2003,ADAMS,132.9
2003,ALLEN,151.8
2003,DE KALB,148.9
2003,HUNTINGTON,144.3
2003,LAGRANGE,138.4
2003,NOBLE,154.1
2003,STEUBEN,146.5
2003,WELLS,134.5
2003,WHITLEY,161.1
2003,BENTON,164.1
2003,JASPER,122.8
2003,LA PORTE,142.4
2003,LAKE,135.4
2003,NEWTON,147.8
2003,PORTER,148.4
2003,PULASKI,119.6
2003,STARKE,120.1
2003,WHITE,139.7
2003,HARRISON,134.3
2003,JACKSON,133.8
2003,LAWRENCE,139.3
2003,MONROE,140.2
2003,ORANGE,153.9
2003,OTHER (COMBINED) COUNTIES,121.9
2003,PERRY,133.7
2003,WASHINGTON,138.8
2003,CLARK,143.2
2003,DEARBORN,131.1
2003,FRANKLIN,138.8
2003,JEFFERSON,138.9
2003,JENNINGS,136
2003,OTHER (COMBINED) COUNTIES,124.2
2003,RIPLEY,126.7
2003,SCOTT,143.9
2003,DAVIESS,154.6
2003,DUBOIS,136.3
2003,GIBSON,136.7
2003,GREENE,141.6
2003,KNOX,151
2003,MARTIN,151.7
2003,PIKE,122.2
2003,POSEY,146.9
2003,SPENCER,139.4
2003,SULLIVAN,155.1
2003,VANDERBURGH,142
2003,WARRICK,117.5
2003,CLAY,154.1
2003,FOUNTAIN,163.7
2003,MONTGOMERY,157.3
2003,OWEN,136.5
2003,PARKE,155.2
2003,PUTNAM,145.7
2003,TIPPECANOE,156.4
2003,VERMILLION,160.1
2003,VIGO,151.9
2003,WARREN,155.4
2002,BARTHOLOMEW,108.2
2002,BOONE,151.2
2002,CLINTON,162.9
2002,DECATUR,112.5
2002,GRANT,109.6
2002,HAMILTON,126.7
2002,HANCOCK,117
2002,HENDRICKS,147
2002,HOWARD,141.5
2002,JOHNSON,113.6
2002,MADISON,121
2002,MARION,119.9
2002,MORGAN,119.2
2002,RUSH,111.6
2002,SHELBY,121.9
2002,TIPTON,137.5
2002,BLACKFORD,101.1
2002,DELAWARE,106
2002,FAYETTE,89.2
2002,HENRY,113.1
2002,JAY,69.3
2002,RANDOLPH,94.9
2002,UNION,103.9
2002,WAYNE,89
2002,CARROLL,155.4
2002,CASS,139.6
2002,ELKHART,126.1
2002,FULTON,118.1
2002,KOSCIUSKO,122.1
2002,MARSHALL,131.1
2002,MIAMI,116.2
2002,ST. JOSEPH,125.1
2002,WABASH,100.9
2002,ADAMS,93.7
2002,ALLEN,116.1
2002,DE KALB,119
2002,HUNTINGTON,90.8
2002,LAGRANGE,94.8
2002,NOBLE,110.8
2002,STEUBEN,91.8
2002,WELLS,97.2
2002,WHITLEY,115.8
2002,BENTON,160.1
2002,JASPER,147
2002,LA PORTE,112.7
2002,LAKE,114.6
2002,NEWTON,155.2
2002,PORTER,107.2
2002,PULASKI,128.6
2002,STARKE,114.7
2002,WHITE,160.6
2002,HARRISON,66.8
2002,JACKSON,91.3
2002,LAWRENCE,71.5
2002,MONROE,98.4
2002,ORANGE,70.2
2002,OTHER (COMBINED) COUNTIES,87.1
2002,PERRY,77.4
2002,WASHINGTON,64
2002,CLARK,91.7
2002,DEARBORN,80.4
2002,FRANKLIN,78.1
2002,JEFFERSON,87
2002,JENNINGS,122.2
2002,OTHER (COMBINED) COUNTIES,83.8
2002,RIPLEY,85.5
2002,SCOTT,123.6
2002,DAVIESS,106.7
2002,DUBOIS,78.7
2002,GIBSON,110.1
2002,GREENE,106.3
2002,KNOX,107
2002,MARTIN,75.2
2002,PIKE,91.4
2002,POSEY,120.8
2002,SPENCER,83
2002,SULLIVAN,117.2
2002,VANDERBURGH,110.9
2002,WARRICK,93.4
2002,CLAY,135.6
2002,FOUNTAIN,140.2
2002,MONTGOMERY,151.1
2002,OWEN,125.8
2002,PARKE,123.5
2002,PUTNAM,140.3
2002,TIPPECANOE,147.7
2002,VERMILLION,120.1
2002,VIGO,122.9
2002,WARREN,149.3
2001,BARTHOLOMEW,159.7
2001,BOONE,158.8
2001,CLINTON,173.8
2001,DECATUR,172.1
2001,GRANT,163.9
2001,HAMILTON,156.7
2001,HANCOCK,159.8
2001,HENDRICKS,160.7
2001,HOWARD,169.1
2001,JOHNSON,152.5
2001,MADISON,168.9
2001,MARION,167.3
2001,MORGAN,163.4
2001,RUSH,169.4
2001,SHELBY,158.2
2001,TIPTON,173.1
2001,BLACKFORD,160.9
2001,DELAWARE,165.5
2001,FAYETTE,164
2001,HENRY,160.8
2001,JAY,148.6
2001,RANDOLPH,153.5
2001,UNION,168
2001,WAYNE,158.8
2001,CARROLL,170.2
2001,CASS,161.2
2001,ELKHART,141.9
2001,FULTON,143.2
2001,KOSCIUSKO,156
2001,MARSHALL,151.3
2001,MIAMI,154.8
2001,ST. JOSEPH,139.3
2001,WABASH,161
2001,ADAMS,154.8
2001,ALLEN,150.2
2001,DE KALB,124.1
2001,HUNTINGTON,161
2001,LAGRANGE,90.3
2001,NOBLE,131.6
2001,STEUBEN,123.9
2001,WELLS,164.5
2001,WHITLEY,158.9
2001,BENTON,159.3
2001,JASPER,147.7
2001,LA PORTE,140.7
2001,LAKE,135.4
2001,NEWTON,160.9
2001,PORTER,139
2001,PULASKI,142.6
2001,STARKE,126.1
2001,WHITE,166.2
2001,HARRISON,141.1
2001,JACKSON,157
2001,LAWRENCE,144.5
2001,MONROE,161.3
2001,ORANGE,150.9
2001,OTHER (COMBINED) COUNTIES,127.4
2001,PERRY,133.2
2001,WASHINGTON,144.7
2001,CLARK,149.1
2001,DEARBORN,136.3
2001,FRANKLIN,159.3
2001,JEFFERSON,159
2001,JENNINGS,151.7
2001,OTHER (COMBINED) COUNTIES,133.2
2001,RIPLEY,160.6
2001,SCOTT,151.3
2001,DAVIESS,171.6
2001,DUBOIS,162.8
2001,GIBSON,165.7
2001,GREENE,159.2
2001,KNOX,166.8
2001,MARTIN,162.5
2001,PIKE,149
2001,POSEY,167.2
2001,SPENCER,146.2
2001,SULLIVAN,157.1
2001,VANDERBURGH,167.6
2001,WARRICK,150.8
2001,CLAY,158.9
2001,FOUNTAIN,154.9
2001,MONTGOMERY,158.2
2001,OWEN,160
2001,PARKE,146.4
2001,PUTNAM,157.8
2001,TIPPECANOE,157.5
2001,VERMILLION,160.6
2001,VIGO,148.7
2001,WARREN,154.1
2000,BARTHOLOMEW,153.7
2000,BOONE,137.2
2000,CLINTON,144.3
2000,DECATUR,158.3
2000,GRANT,153.9
2000,HAMILTON,141
2000,HANCOCK,156.2
2000,HENDRICKS,144.2
2000,HOWARD,151.1
2000,JOHNSON,152.2
2000,MADISON,156.9
2000,MARION,153.7
2000,MORGAN,157.1
2000,RUSH,157.1
2000,SHELBY,154.1
2000,TIPTON,158.6
2000,BLACKFORD,144.8
2000,DELAWARE,157.3
2000,FAYETTE,157.8
2000,HENRY,155.5
2000,JAY,147.4
2000,RANDOLPH,149.8
2000,UNION,160.5
2000,WAYNE,157.8
2000,CARROLL,143.2
2000,CASS,148.4
2000,ELKHART,132.1
2000,FULTON,135.6
2000,KOSCIUSKO,128.7
2000,MARSHALL,131.6
2000,MIAMI,137.7
2000,ST. JOSEPH,128.7
2000,WABASH,136.3
2000,ADAMS,141.7
2000,ALLEN,135.3
2000,DE KALB,124.5
2000,HUNTINGTON,140.9
2000,LAGRANGE,120
2000,NOBLE,130.8
2000,STEUBEN,134.3
2000,WELLS,140.9
2000,WHITLEY,138.5
2000,BENTON,139.3
2000,JASPER,146.1
2000,LA PORTE,134.4
2000,LAKE,133.6
2000,NEWTON,140.2
2000,PORTER,128.6
2000,PULASKI,131.7
2000,STARKE,133
2000,WHITE,149.1
2000,HARRISON,153.7
2000,JACKSON,140.7
2000,LAWRENCE,140.4
2000,MONROE,147.6
2000,ORANGE,162.9
2000,OTHER (COMBINED) COUNTIES,135.8
2000,PERRY,135.4
2000,WASHINGTON,144.7
2000,CLARK,142.1
2000,DEARBORN,137.7
2000,FRANKLIN,157.8
2000,JEFFERSON,149.1
2000,JENNINGS,147.4
2000,OTHER (COMBINED) COUNTIES,137.8
2000,RIPLEY,142.6
2000,SCOTT,154
2000,DAVIESS,165.1
2000,DUBOIS,156.8
2000,GIBSON,159.5
2000,GREENE,153.9
2000,KNOX,164.7
2000,MARTIN,155.2
2000,PIKE,156.2
2000,POSEY,160.1
2000,SPENCER,144.9
2000,SULLIVAN,160.1
2000,VANDERBURGH,158.8
2000,WARRICK,153.6
2000,CLAY,156.6
2000,FOUNTAIN,139.7
2000,MONTGOMERY,146.6
2000,OWEN,146.2
2000,PARKE,145.7
2000,PUTNAM,149.9
2000,TIPPECANOE,139.7
2000,VERMILLION,153.7
2000,VIGO,147.4
2000,WARREN,137.6
1999,BARTHOLOMEW,116.9
1999,BOONE,141.5
1999,CLINTON,153.3
1999,DECATUR,151.6
1999,GRANT,135.5
1999,HAMILTON,130.7
1999,HANCOCK,126.8
1999,HENDRICKS,139.9
1999,HOWARD,147.5
1999,JOHNSON,136.9
1999,MADISON,145
1999,MARION,129.4
1999,MORGAN,136.2
1999,RUSH,148.5
1999,SHELBY,127.3
1999,TIPTON,158.7
1999,BLACKFORD,132.4
1999,DELAWARE,149.2
1999,FAYETTE,135
1999,HENRY,142.7
1999,JAY,126.5
1999,RANDOLPH,133.6
1999,UNION,150.8
1999,WAYNE,128.8
1999,CARROLL,152.6
1999,CASS,142
1999,ELKHART,113.3
1999,FULTON,112.1
1999,KOSCIUSKO,124.8
1999,MARSHALL,122.9
1999,MIAMI,111
1999,ST. JOSEPH,107
1999,WABASH,115.7
1999,ADAMS,112.2
1999,ALLEN,124.2
1999,DE KALB,119.3
1999,HUNTINGTON,109.2
1999,LAGRANGE,125.2
1999,NOBLE,111
1999,STEUBEN,114.8
1999,WELLS,116.5
1999,WHITLEY,90.4
1999,BENTON,149.8
1999,JASPER,145
1999,LA PORTE,127.4
1999,LAKE,134.3
1999,NEWTON,160.4
1999,PORTER,143.3
1999,PULASKI,125.2
1999,STARKE,113.4
1999,WHITE,158.3
1999,HARRISON,87.7
1999,JACKSON,100.2
1999,LAWRENCE,100
1999,MONROE,110.2
1999,ORANGE,105.4
1999,OTHER (COMBINED) COUNTIES,89.8
1999,PERRY,84.3
1999,WASHINGTON,101.5
1999,CLARK,95.3
1999,DEARBORN,107.6
1999,FRANKLIN,120.6
1999,JEFFERSON,109.7
1999,JENNINGS,95.7
1999,OTHER (COMBINED) COUNTIES,74.2
1999,RIPLEY,114.5
1999,SCOTT,119.7
1999,DAVIESS,147
1999,DUBOIS,125.1
1999,GIBSON,128.1
1999,GREENE,123.5
1999,KNOX,139.8
1999,MARTIN,113.6
1999,PIKE,116.8
1999,POSEY,138.9
1999,SPENCER,106.9
1999,SULLIVAN,133.6
1999,VANDERBURGH,126.9
1999,WARRICK,111.6
1999,CLAY,149.4
1999,FOUNTAIN,143.1
1999,MONTGOMERY,144.8
1999,OWEN,118.6
1999,PARKE,135
1999,PUTNAM,148
1999,TIPPECANOE,147.2
1999,VERMILLION,140.6
1999,VIGO,130.4
1999,WARREN,133.6
1998,BARTHOLOMEW,125.9
1998,BOONE,140.2
1998,CLINTON,151.1
1998,DECATUR,135.6
1998,GRANT,125.5
1998,HAMILTON,143.7
1998,HANCOCK,131.2
1998,HENDRICKS,140.5
1998,HOWARD,149.2
1998,JOHNSON,125.6
1998,MADISON,150.9
1998,MARION,125.8
1998,MORGAN,124.7
1998,RUSH,135.8
1998,SHELBY,128.8
1998,TIPTON,139
1998,BLACKFORD,135.7
1998,DELAWARE,143.7
1998,FAYETTE,132.8
1998,HENRY,136.6
1998,JAY,131.6
1998,RANDOLPH,139.7
1998,UNION,143.8
1998,WAYNE,129.7
1998,CARROLL,146.3
1998,CASS,151.1
1998,ELKHART,139.4
1998,FULTON,138.6
1998,KOSCIUSKO,151.1
1998,MARSHALL,147.8
1998,MIAMI,151.3
1998,ST. JOSEPH,147
1998,WABASH,143.1
1998,ADAMS,138.9
1998,ALLEN,142.1
1998,DE KALB,144.3
1998,HUNTINGTON,139
1998,LAGRANGE,126.7
1998,NOBLE,152.1
1998,STEUBEN,122.8
1998,WELLS,152.3
1998,WHITLEY,135.4
1998,BENTON,135
1998,JASPER,148.1
1998,LA PORTE,142.2
1998,LAKE,150.4
1998,NEWTON,150.9
1998,PORTER,149.8
1998,PULASKI,142.8
1998,STARKE,138.2
1998,WHITE,141
1998,HARRISON,127.6
1998,JACKSON,113.1
1998,LAWRENCE,108.3
1998,MONROE,124.2
1998,ORANGE,133.2
1998,OTHER (COMBINED) COUNTIES,113.8
1998,PERRY,109.6
1998,WASHINGTON,118.3
1998,CLARK,125.8
1998,DEARBORN,120.8
1998,FRANKLIN,114.4
1998,JEFFERSON,99.3
1998,JENNINGS,121.2
1998,OTHER (COMBINED) COUNTIES,130.5
1998,RIPLEY,119.3
1998,SCOTT,117.2
1998,DAVIESS,130.3
1998,DUBOIS,136.5
1998,GIBSON,136.2
1998,GREENE,114.8
1998,KNOX,132
1998,MARTIN,107.5
1998,PIKE,123.3
1998,POSEY,139.5
1998,SPENCER,106.6
1998,SULLIVAN,135.4
1998,VANDERBURGH,131.8
1998,WARRICK,95.8
1998,CLAY,106.2
1998,FOUNTAIN,136.6
1998,MONTGOMERY,140.4
1998,OWEN,102.1
1998,PARKE,130.1
1998,PUTNAM,140.1
1998,TIPPECANOE,138.2
1998,VERMILLION,142.3
1998,VIGO,107.5
1998,WARREN,136.2
1997,BARTHOLOMEW,116
1997,BOONE,121.5
1997,CLINTON,128.8
1997,DECATUR,128.3
1997,GRANT,135.9
1997,HAMILTON,129.6
1997,HANCOCK,127.7
1997,HENDRICKS,121.3
1997,HOWARD,145.7
1997,JOHNSON,119.8
1997,MADISON,132.2
1997,MARION,121.5
1997,MORGAN,122.9
1997,RUSH,132.4
1997,SHELBY,123.7
1997,TIPTON,144.7
1997,BLACKFORD,126.9
1997,DELAWARE,116.2
1997,FAYETTE,105.1
1997,HENRY,125
1997,JAY,119.5
1997,RANDOLPH,113.1
1997,UNION,135
1997,WAYNE,125.9
1997,CARROLL,144.7
1997,CASS,138.3
1997,ELKHART,136.2
1997,FULTON,129.8
1997,KOSCIUSKO,134.6
1997,MARSHALL,127.8
1997,MIAMI,132.7
1997,ST. JOSEPH,126.5
1997,WABASH,134
1997,ADAMS,140.5
1997,ALLEN,139.3
1997,DE KALB,122
1997,HUNTINGTON,136.1
1997,LAGRANGE,123
1997,NOBLE,125.1
1997,STEUBEN,118.8
1997,WELLS,138.5
1997,WHITLEY,133.5
1997,BENTON,134.6
1997,JASPER,130.2
1997,LA PORTE,136.9
1997,LAKE,132.8
1997,NEWTON,130.3
1997,PORTER,138
1997,PULASKI,128.7
1997,STARKE,121.4
1997,WHITE,136.7
1997,BROWN,101.2
1997,CRAWFORD,74.6
1997,FLOYD,89.5
1997,HARRISON,68.3
1997,JACKSON,103.1
1997,LAWRENCE,94.5
1997,MONROE,98.5
1997,ORANGE,85
1997,PERRY,90
1997,WASHINGTON,89.1
1997,CLARK,93
1997,DEARBORN,89.9
1997,FRANKLIN,101.4
1997,JEFFERSON,90.3
1997,JENNINGS,106.8
1997,OHIO,86.7
1997,RIPLEY,97.8
1997,SCOTT,85.5
1997,SWITZERLAND,93.4
1997,DAVIESS,98
1997,DUBOIS,93.1
1997,GIBSON,113.2
1997,GREENE,94.3
1997,KNOX,113.1
1997,MARTIN,84.8
1997,PIKE,85.8
